id,year,classid,female,male,hispanic,white,black,asian,native,race,freelunch,ell,sped,grade,test,bump,st_math
181125,2011,12,0,1,0,0,1,0,0,"black",1,0,0,7,69.42196,2.943546,0
182419,2011,12,0,1,1,0,0,0,0,"hispanic",1,0,1,7,66.67812,2.770988,0
191027,2011,12,0,1,1,0,0,0,0,"hispanic",1,1,0,7,67.11128,2.449832,0
197758,2011,12,1,0,0,0,1,0,0,"black",1,0,0,7,65.69363,3.123178,0
219307,2011,12,0,1,1,0,0,0,0,"hispanic",1,1,0,7,65.97433,1.555222,0
221980,2011,12,0,1,0,0,1,0,0,"black",1,0,0,7,64.82392,1.893177,0
248253,2011,12,1,0,1,0,0,0,0,"hispanic",1,1,0,7,65.7708,4.361793,0
248596,2011,12,1,0,1,0,0,0,0,"hispanic",1,0,1,7,64.30067,1.531032,0
252875,2011,12,0,1,0,0,1,0,0,"black",1,0,0,7,68.44914,4.237763,0
259914,2011,12,0,1,1,0,0,0,0,"hispanic",1,1,0,7,65.52298,2.640095,0
267188,2011,12,1,0,0,0,0,1,0,"asian",1,1,1,7,67.89583,6.509439,0
277960,2011,12,1,0,0,0,0,1,0,"asian",1,1,0,7,67.92699,2.886983,0
279897,2011,12,0,1,1,0,0,0,0,"hispanic",1,0,1,7,63.70948,1.116128,0
280328,2011,12,0,1,1,0,0,0,0,"hispanic",1,0,1,7,65.50769,3.422964,0
285245,2011,12,1,0,1,0,0,0,0,"hispanic",1,0,0,7,69.14172,2.559696,0
292908,2011,12,0,1,0,0,0,1,0,"asian",1,0,0,7,69.5594,3.036498,0
299135,2011,12,0,1,0,0,0,1,0,"asian",1,0,1,7,66.30087,1.768551,0
14931,2011,13,1,0,0,1,0,0,0,"white",0,0,0,7,71.05614,2.272887,0
44283,2011,13,0,1,0,1,0,0,0,"white",1,0,0,7,69.99026,4.318616,0
54650,2011,13,1,0,1,0,0,0,0,"hispanic",0,0,1,7,71.21204,4.748107,0
55378,2011,13,1,0,1,0,0,0,0,"hispanic",1,1,0,7,69.34254,2.808246,0
89386,2011,13,0,1,1,0,0,0,0,"hispanic",1,1,0,7,69.42854,2.200287,0
93983,2011,13,0,1,1,0,0,0,0,"hispanic",1,0,0,7,71.79246,2.582659,0
150677,2011,13,0,1,0,0,1,0,0,"black",1,0,0,7,72.63765,2.832295,0
150833,2011,13,1,0,0,0,1,0,0,"black",1,0,0,7,69.99232,.644197,0
157857,2011,13,1,0,0,0,1,0,0,"black",1,0,0,7,70.06496,3.327213,0
171286,2011,13,0,1,0,0,1,0,0,"black",0,0,0,7,70.47097,3.139251,0
175194,2011,13,0,1,1,0,0,0,0,"hispanic",0,0,1,7,70.91156,3.503798,0
175386,2011,13,1,0,1,0,0,0,0,"hispanic",1,0,0,7,71.29041,2.469749,0
177109,2011,13,1,0,0,0,1,0,0,"black",1,0,0,7,68.07437,4.322148,0
190760,2011,13,1,0,0,0,1,0,0,"black",1,0,0,7,70.56056,3.409947,0
198187,2011,13,1,0,1,0,0,0,0,"hispanic",0,0,0,7,70.32932,3.661559,0
200776,2011,13,0,1,0,1,0,0,0,"white",0,0,0,7,69.39184,3.450907,0
216589,2011,13,1,0,1,0,0,0,0,"hispanic",1,1,0,7,69.47674,3.972102,0
217253,2011,13,0,1,1,0,0,0,0,"hispanic",0,0,1,7,69.40126,3.214215,0
243061,2011,13,1,0,1,0,0,0,0,"hispanic",1,0,0,7,68.40437,2.617566,0
245374,2011,13,1,0,0,0,0,1,0,"asian",1,1,0,7,72.08667,2.040608,0
246811,2011,13,1,0,1,0,0,0,0,"hispanic",1,0,1,7,69.27651,3.362214,0
260852,2011,13,1,0,0,0,0,1,0,"asian",1,0,0,7,72.65746,2.885534,0
267012,2011,13,1,0,0,0,1,0,0,"black",1,0,0,7,69.13895,3.642187,0
268343,2011,13,1,0,1,0,0,0,0,"hispanic",1,0,0,7,69.86671,.7197046,0
278470,2011,13,1,0,1,0,0,0,0,"hispanic",1,0,1,7,70.86356,3.573372,0
278558,2011,13,0,1,1,0,0,0,0,"hispanic",1,0,0,7,69.67673,3.197725,0
283774,2011,13,0,1,1,0,0,0,0,"hispanic",1,1,0,7,70.70933,2.406582,0
293399,2011,13,1,0,0,0,0,1,0,"asian",1,0,0,7,68.18017,2.635798,0
23450,2011,14,1,0,1,0,0,0,0,"hispanic",1,0,0,7,73.30257,3.078827,0
33338,2011,14,0,1,0,0,1,0,0,"black",1,0,1,7,72.31713,2.019548,0
49900,2011,14,0,1,0,0,1,0,0,"black",0,0,0,7,76.53593,4.286327,0
51621,2011,14,0,1,0,1,0,0,0,"white",0,0,0,7,75.81857,1.783687,0
54908,2011,14,0,1,1,0,0,0,0,"hispanic",1,0,1,7,73.28307,.8569331,0
89975,2011,14,0,1,1,0,0,0,0,"hispanic",1,1,1,7,77.72259,2.499028,0
93006,2011,14,0,1,0,0,1,0,0,"black",1,0,0,7,73.95821,4.679874,0
124025,2011,14,1,0,0,0,0,1,0,"asian",1,0,0,7,73.60347,2.829902,0
150792,2011,14,1,0,0,0,1,0,0,"black",0,0,0,7,76.0238,1.977744,0
171853,2011,14,0,1,0,0,1,0,0,"black",1,0,0,7,73.3235,3.14403,0
174482,2011,14,1,0,1,0,0,0,0,"hispanic",0,0,0,7,75.26664,2.76922,0
182649,2011,14,1,0,0,0,1,0,0,"black",1,0,0,7,73.74795,5.04601,0
184810,2011,14,0,1,1,0,0,0,0,"hispanic",1,1,0,7,74.16029,2.844066,0
188746,2011,14,0,1,0,0,1,0,0,"black",1,0,0,7,74.19403,2.284977,0
203258,2011,14,0,1,0,0,1,0,0,"black",1,0,0,7,74.93649,4.545656,0
216917,2011,14,0,1,1,0,0,0,0,"hispanic",1,0,0,7,76.15442,1.65764,0
218051,2011,14,0,1,0,0,0,1,0,"asian",0,0,0,7,74.0303,2.174659,0
221845,2011,14,0,1,0,0,1,0,0,"black",1,0,1,7,80.07455,2.61293,0
247864,2011,14,1,0,1,0,0,0,0,"hispanic",1,0,0,7,74.48904,4.715505,0
249166,2011,14,1,0,0,1,0,0,0,"white",0,0,0,7,76.1017,1.573883,0
250676,2011,14,0,1,1,0,0,0,0,"hispanic",1,0,0,7,78.62798,1.653939,0
260840,2011,14,1,0,0,0,1,0,0,"black",0,0,0,7,72.13756,5.294946,0
281037,2011,14,0,1,0,0,0,1,0,"asian",1,1,0,7,73.70892,1.910338,0
282658,2011,14,1,0,1,0,0,0,0,"hispanic",1,1,0,7,78.72322,1.799238,0
283617,2011,14,1,0,1,0,0,0,0,"hispanic",1,1,0,7,74.17951,3.053294,0
284187,2011,14,1,0,1,0,0,0,0,"hispanic",0,1,0,7,74.82994,3.911528,0
289695,2011,14,0,1,1,0,0,0,0,"hispanic",1,1,1,7,76.85035,4.578678,0
297620,2011,14,1,0,0,0,0,1,0,"asian",1,0,1,7,73.93864,1.765761,0
297831,2011,14,0,1,0,0,1,0,0,"black",1,0,0,7,77.27122,2.807759,0
11835,2011,15,0,1,1,0,0,0,0,"hispanic",0,0,1,7,80.04629,2.255001,0
19439,2011,15,1,0,1,0,0,0,0,"hispanic",1,0,0,7,85.33229,1.559653,0
36936,2011,15,1,0,0,0,0,0,1,"native",1,0,0,7,78.65222,2.899582,0
49369,2011,15,1,0,0,0,0,1,0,"asian",1,0,0,7,78.5881,2.6994,0
61295,2011,15,1,0,0,1,0,0,0,"white",0,0,0,7,86.07345,2.424366,0
64860,2011,15,0,1,0,0,1,0,0,"black",1,0,0,7,78.96191,3.213697,0
70971,2011,15,0,1,0,1,0,0,0,"white",0,0,0,7,80.4503,2.367141,0
89274,2011,15,1,0,0,1,0,0,0,"white",1,0,0,7,87.50378,1.596842,0
92866,2011,15,1,0,0,0,1,0,0,"black",0,0,0,7,83.54702,2.320766,0
108723,2011,15,0,1,0,1,0,0,0,"white",1,0,0,7,79.65985,.9000323,0
109259,2011,15,1,0,0,1,0,0,0,"white",0,0,0,7,82.65704,4.489647,0
109295,2011,15,0,1,0,1,0,0,0,"white",0,0,0,7,83.64066,1.929908,0
147228,2011,15,0,1,0,0,1,0,0,"black",0,0,0,7,82.50418,3.918981,0
150208,2011,15,0,1,0,0,1,0,0,"black",0,0,0,7,86.50356,2.472069,0
157812,2011,15,1,0,0,0,0,1,0,"asian",0,0,0,7,79.17178,2.020763,0
166574,2011,15,1,0,0,0,1,0,0,"black",0,0,0,7,81.16507,3.798977,0
170670,2011,15,1,0,0,0,1,0,0,"black",1,0,0,7,80.36686,3.405071,0
202412,2011,15,0,1,0,1,0,0,0,"white",1,0,0,7,80.80829,3.340444,0
218165,2011,15,0,1,0,0,0,1,0,"asian",0,0,0,7,81.82135,2.6518,0
221722,2011,15,1,0,0,0,0,1,0,"asian",1,0,0,7,87.69297,3.834877,0
226764,2011,15,0,1,0,1,0,0,0,"white",0,0,0,7,81.3067,4.388985,0
227231,2011,15,1,0,1,0,0,0,0,"hispanic",1,1,0,7,84.39306,2.154903,0
233263,2011,15,1,0,0,1,0,0,0,"white",1,0,0,7,78.41678,2.268961,0
243056,2011,15,0,1,1,0,0,0,0,"hispanic",1,1,1,7,79.08178,3.147101,0
248585,2011,15,1,0,1,0,0,0,0,"hispanic",1,0,0,7,81.79333,2.769884,0
249032,2011,15,0,1,1,0,0,0,0,"hispanic",1,0,1,7,81.19219,3.555347,0
253551,2011,15,1,0,0,1,0,0,0,"white",0,1,0,7,85.43511,2.593816,0
261758,2011,15,1,0,0,1,0,0,0,"white",1,0,0,7,87.95281,3.245331,0
269266,2011,15,0,1,0,0,1,0,0,"black",0,0,0,7,83.11089,3.10325,0
12977,2011,16,0,1,0,1,0,0,0,"white",0,0,0,7,98.64937,3.307447,0
33727,2011,16,1,0,0,0,0,1,0,"asian",1,0,0,7,91.14127,3.182158,0
37154,2011,16,1,0,0,0,0,1,0,"asian",0,0,0,7,90.05695,3.034001,0
40693,2011,16,0,1,0,1,0,0,0,"white",1,0,0,7,101.2032,3.18184,0
43112,2011,16,1,0,0,0,1,0,0,"black",0,0,0,7,106.3075,2.412349,0
48013,2011,16,0,1,0,1,0,0,0,"white",0,0,0,7,106.9024,4.355567,0
54443,2011,16,1,0,0,0,0,1,0,"asian",0,0,0,7,93.41422,3.923018,0
56036,2011,16,0,1,0,0,0,1,0,"asian",1,0,0,7,99.4538,4.574422,0
63690,2011,16,0,1,0,0,1,0,0,"black",0,0,0,7,98.63387,3.749649,0
87447,2011,16,1,0,0,0,0,1,0,"asian",0,0,0,7,117.1475,2.300458,0
95952,2011,16,0,1,1,0,0,0,0,"hispanic",0,0,0,7,91.29344,1.120162,0
127973,2011,16,1,0,0,0,0,1,0,"asian",1,0,0,7,98.62719,4.344045,0
151089,2011,16,1,0,0,0,1,0,0,"black",1,0,0,7,87.3821,2.478202,0
164319,2011,16,0,1,1,0,0,0,0,"hispanic",0,0,1,7,93.76769,1.012927,0
181818,2011,16,1,0,1,0,0,0,0,"hispanic",0,0,0,7,100.0475,2.753389,0
195246,2011,16,1,0,0,0,1,0,0,"black",0,0,0,7,90.3877,3.907962,0
221152,2011,16,1,0,0,1,0,0,0,"white",0,0,0,7,92.82333,4.295091,0
237226,2011,16,0,1,1,0,0,0,0,"hispanic",1,0,0,7,90.28207,1.164486,0
264307,2011,16,0,1,0,0,1,0,0,"black",1,0,0,7,88.24146,3.24404,0
269886,2011,16,1,0,1,0,0,0,0,"hispanic",0,0,0,7,101.0435,3.684635,0
270183,2011,16,1,0,0,0,0,1,0,"asian",0,0,0,7,110.1868,2.025253,0
277134,2011,16,0,1,0,0,0,1,0,"asian",1,0,0,7,89.03213,2.259288,0
281582,2011,16,0,1,0,0,0,1,0,"asian",1,0,0,7,103.0446,3.049681,0
282113,2011,16,0,1,1,0,0,0,0,"hispanic",1,1,1,7,88.35553,4.175282,0
290657,2011,16,0,1,0,0,0,1,0,"asian",0,0,0,7,91.84011,3.469089,0
293375,2011,16,1,0,0,0,0,1,0,"asian",0,0,0,7,93.5054,3.007272,0
296966,2011,16,1,0,0,0,0,1,0,"asian",0,0,0,7,104.441,2.861425,0
15063,2011,17,1,0,0,0,1,0,0,"black",1,0,0,8,43.40777,4.531743,0
26484,2011,17,0,1,1,0,0,0,0,"hispanic",1,1,0,8,48.42657,3.802678,0
27975,2011,17,1,0,1,0,0,0,0,"hispanic",1,1,0,8,54.85703,4.287621,0
34658,2011,17,0,1,1,0,0,0,0,"hispanic",1,1,1,8,56.45031,2.951363,0
50901,2011,17,1,0,1,0,0,0,0,"hispanic",1,1,1,8,52.81835,3.114436,0
57361,2011,17,0,1,0,0,1,0,0,"black",1,0,0,8,52.19264,3.636857,0
92723,2011,17,0,1,0,0,0,1,0,"asian",1,1,0,8,53.77979,3.180625,0
144161,2011,17,1,0,0,1,0,0,0,"white",0,0,1,8,53.18841,5.199659,0
148068,2011,17,0,1,1,0,0,0,0,"hispanic",1,1,1,8,51.86182,5.142925,0
161652,2011,17,0,1,1,0,0,0,0,"hispanic",1,1,1,8,47.31198,2.528977,0
164275,2011,17,1,0,1,0,0,0,0,"hispanic",1,1,1,8,41.55595,4.559431,0
165002,2011,17,0,1,1,0,0,0,0,"hispanic",1,0,1,8,53.99649,5.260486,0
165561,2011,17,1,0,0,0,1,0,0,"black",1,0,0,8,43.83252,1.902023,0
174052,2011,17,0,1,0,0,1,0,0,"black",1,0,0,8,53.63983,1.740206,0
182763,2011,17,0,1,0,0,1,0,0,"black",1,0,0,8,53.41923,1.984784,0
185866,2011,17,0,1,0,0,1,0,0,"black",1,0,1,8,50.19855,3.068584,0
190887,2011,17,1,0,1,0,0,0,0,"hispanic",1,1,1,8,48.21227,1.895277,0
199717,2011,17,1,0,0,0,1,0,0,"black",1,0,1,8,40.44096,3.398102,0
203919,2011,17,1,0,0,0,1,0,0,"black",1,0,1,8,49.52324,1.645938,0
210968,2011,17,0,1,0,0,1,0,0,"black",1,1,0,8,54.42802,2.25027,0
213451,2011,17,1,0,1,0,0,0,0,"hispanic",1,0,0,8,51.58052,3.971685,0
215000,2011,17,1,0,1,0,0,0,0,"hispanic",1,1,1,8,47.7304,3.906105,0
220970,2011,17,0,1,1,0,0,0,0,"hispanic",1,0,1,8,50.75907,1.462816,0
223298,2011,17,1,0,1,0,0,0,0,"hispanic",1,1,1,8,47.00619,3.039314,0
251574,2011,17,1,0,1,0,0,0,0,"hispanic",1,1,0,8,51.0092,4.638763,0
258063,2011,17,1,0,0,0,1,0,0,"black",1,0,0,8,54.16732,3.048319,0
266642,2011,17,0,1,1,0,0,0,0,"hispanic",1,0,1,8,46.63519,3.949702,0
269262,2011,17,1,0,0,0,1,0,0,"black",1,0,0,8,54.93619,2.929288,0
272141,2011,17,1,0,1,0,0,0,0,"hispanic",1,1,0,8,43.38149,4.632127,0
35700,2011,18,0,1,1,0,0,0,0,"hispanic",1,0,1,8,61.09712,3.619018,0
35763,2011,18,0,1,1,0,0,0,0,"hispanic",1,0,0,8,60.95985,4.52997,0
39054,2011,18,0,1,1,0,0,0,0,"hispanic",1,0,1,8,59.44645,3.067085,0
56980,2011,18,1,0,1,0,0,0,0,"hispanic",1,1,0,8,61.68684,3.711399,0
61061,2011,18,0,1,0,0,1,0,0,"black",1,0,0,8,62.95805,5.499691,0
83567,2011,18,1,0,0,0,1,0,0,"black",1,0,0,8,64.85869,2.405238,0
92644,2011,18,1,0,0,0,1,0,0,"black",1,0,0,8,60.37242,1.972,0
101587,2011,18,1,0,0,0,1,0,0,"black",1,0,0,8,58.95355,1.791066,0
122666,2011,18,1,0,0,1,0,0,0,"white",1,0,0,8,63.53861,3.438836,0
132751,2011,18,1,0,0,0,1,0,0,"black",1,0,0,8,63.00309,3.52746,0
146803,2011,18,0,1,1,0,0,0,0,"hispanic",1,1,0,8,59.67101,1.664781,0
147775,2011,18,1,0,0,0,1,0,0,"black",1,0,0,8,62.28821,4.814035,0
147788,2011,18,1,0,0,0,1,0,0,"black",1,0,0,8,59.93659,1.966208,0
150802,2011,18,1,0,0,0,1,0,0,"black",1,0,0,8,60.23778,2.130911,0
163233,2011,18,1,0,1,0,0,0,0,"hispanic",1,0,1,8,58.23678,1.17095,0
170765,2011,18,0,1,1,0,0,0,0,"hispanic",1,0,1,8,53.51333,1.654588,0
172206,2011,18,1,0,0,0,1,0,0,"black",1,0,1,8,61.60775,2.629954,0
174719,2011,18,0,1,0,0,1,0,0,"black",1,0,0,8,62.09635,3.529575,0
181511,2011,18,0,1,1,0,0,0,0,"hispanic",1,0,1,8,56.53656,2.147583,0
183638,2011,18,1,0,0,0,1,0,0,"black",1,0,1,8,55.27688,3.619793,0
184687,2011,18,1,0,0,0,1,0,0,"black",1,0,0,8,60.32355,4.044942,0
184798,2011,18,1,0,0,0,1,0,0,"black",1,0,0,8,60.85739,2.143977,0
189738,2011,18,1,0,0,0,1,0,0,"black",1,0,0,8,60.68523,1.472364,0
213194,2011,18,1,0,0,0,1,0,0,"black",1,0,0,8,57.17678,3.068551,0
222893,2011,18,1,0,1,0,0,0,0,"hispanic",1,1,0,8,60.37656,3.448068,0
241379,2011,18,1,0,1,0,0,0,0,"hispanic",1,1,0,8,58.15599,4.80291,0
251540,2011,18,1,0,1,0,0,0,0,"hispanic",1,1,1,8,62.6218,2.89682,0
268641,2011,18,0,1,0,0,1,0,0,"black",1,0,0,8,59.65732,3.931108,0
275606,2011,18,0,1,1,0,0,0,0,"hispanic",1,0,0,8,54.44222,1.314822,0
278821,2011,18,0,1,1,0,0,0,0,"hispanic",0,0,1,8,62.32656,3.00961,0
280158,2011,18,1,0,1,0,0,0,0,"hispanic",1,1,1,8,55.39699,3.311293,0
283932,2011,18,0,1,1,0,0,0,0,"hispanic",1,1,0,8,59.06085,2.282714,0
298162,2011,18,1,0,0,0,0,1,0,"asian",1,1,0,8,59.60274,3.891711,0
298617,2011,18,1,0,0,0,0,1,0,"asian",1,1,0,8,59.58937,5.092593,0
11572,2011,19,1,0,1,0,0,0,0,"hispanic",1,1,0,8,67.34312,1.926106,0
43108,2011,19,1,0,0,0,1,0,0,"black",1,0,0,8,62.56889,4.068904,0
57163,2011,19,0,1,1,0,0,0,0,"hispanic",0,1,0,8,67.92588,3.216313,0
65909,2011,19,1,0,0,0,1,0,0,"black",0,0,0,8,62.42098,3.937158,0
73158,2011,19,0,1,0,0,1,0,0,"black",0,0,0,8,62.5282,4.957873,0
75868,2011,19,0,1,1,0,0,0,0,"hispanic",1,0,0,8,62.8103,1.541029,0
104531,2011,19,1,0,0,0,1,0,0,"black",1,0,0,8,67.49412,3.482881,0
139648,2011,19,1,0,1,0,0,0,0,"hispanic",1,0,0,8,64.04189,4.136027,0
144012,2011,19,0,1,0,0,1,0,0,"black",1,0,1,8,62.73235,4.863193,0
154634,2011,19,1,0,0,0,1,0,0,"black",1,0,0,8,66.01875,4.43616,0
166267,2011,19,1,0,1,0,0,0,0,"hispanic",1,0,1,8,65.35133,2.348094,0
174469,2011,19,1,0,0,0,1,0,0,"black",1,0,0,8,66.18555,3.402102,0
182187,2011,19,1,0,1,0,0,0,0,"hispanic",1,0,1,8,61.88139,1.868747,0
184582,2011,19,1,0,0,0,1,0,0,"black",1,0,0,8,63.8666,2.277737,0
190957,2011,19,1,0,1,0,0,0,0,"hispanic",1,1,0,8,68.83144,2.912137,0
216847,2011,19,1,0,1,0,0,0,0,"hispanic",1,0,1,8,62.46083,3.07279,0
218277,2011,19,0,1,1,0,0,0,0,"hispanic",1,1,0,8,66.27171,4.11146,0
229650,2011,19,0,1,1,0,0,0,0,"hispanic",1,0,0,8,63.4374,4.187279,0
243940,2011,19,1,0,1,0,0,0,0,"hispanic",1,0,0,8,65.95408,3.122261,0
248592,2011,19,0,1,1,0,0,0,0,"hispanic",1,0,0,8,63.23436,2.689751,0
252601,2011,19,0,1,1,0,0,0,0,"hispanic",1,1,0,8,63.19136,3.550002,0
266705,2011,19,1,0,1,0,0,0,0,"hispanic",1,0,0,8,69.7086,2.965706,0
268488,2011,19,0,1,1,0,0,0,0,"hispanic",1,0,0,8,66.32402,3.973407,0
271291,2011,19,1,0,0,0,1,0,0,"black",0,0,1,8,62.09108,3.869966,0
296999,2011,19,1,0,0,0,0,1,0,"asian",1,0,1,8,66.68636,1.745788,0
38323,2011,20,0,1,0,0,1,0,0,"black",1,0,0,8,69.89165,4.129039,0
38915,2011,20,0,1,1,0,0,0,0,"hispanic",1,0,0,8,69.53439,1.239406,0
41347,2011,20,0,1,1,0,0,0,0,"hispanic",0,0,0,8,70.16652,2.67935,0
49068,2011,20,1,0,0,0,1,0,0,"black",0,0,0,8,69.38371,1.799212,0
56558,2011,20,0,1,1,0,0,0,0,"hispanic",1,0,0,8,69.86278,2.869061,0
71977,2011,20,0,1,1,0,0,0,0,"hispanic",1,0,0,8,69.78264,5.473399,0
85742,2011,20,0,1,0,0,0,1,0,"asian",1,1,0,8,70.54556,3.802321,0
87171,2011,20,0,1,1,0,0,0,0,"hispanic",1,0,0,8,74.38153,3.062931,0
90731,2011,20,1,0,0,0,1,0,0,"black",1,0,0,8,69.16319,2.801075,0
98311,2011,20,0,1,1,0,0,0,0,"hispanic",1,0,1,8,72.61014,3.742217,0
122360,2011,20,1,0,0,1,0,0,0,"white",0,0,0,8,70.05548,3.34472,0
127838,2011,20,1,0,0,0,0,1,0,"asian",0,0,0,8,68.60442,4.818944,0
129273,2011,20,1,0,0,0,0,1,0,"asian",1,0,0,8,67.17835,.782416,0
145200,2011,20,0,1,0,0,1,0,0,"black",0,0,0,8,72.09311,3.489938,0
166996,2011,20,1,0,0,0,1,0,0,"black",1,0,1,8,69.10322,2.803189,0
169794,2011,20,1,0,0,0,1,0,0,"black",0,0,0,8,69.25439,2.108623,0
194449,2011,20,0,1,1,0,0,0,0,"hispanic",1,0,0,8,74.88997,2.891393,0
197917,2011,20,1,0,0,1,0,0,0,"white",1,0,0,8,71.2242,2.881432,0
203228,2011,20,1,0,0,0,1,0,0,"black",1,0,0,8,70.86102,4.555487,0
217430,2011,20,1,0,1,0,0,0,0,"hispanic",1,0,1,8,68.75528,3.302136,0
223115,2011,20,1,0,1,0,0,0,0,"hispanic",1,0,0,8,71.39358,2.617721,0
225772,2011,20,0,1,1,0,0,0,0,"hispanic",1,0,0,8,69.18858,4.226491,0
245735,2011,20,1,0,1,0,0,0,0,"hispanic",1,1,1,8,71.9202,3.16273,0
248851,2011,20,0,1,1,0,0,0,0,"hispanic",1,0,0,8,72.0051,3.798248,0
249068,2011,20,1,0,1,0,0,0,0,"hispanic",1,1,0,8,68.74198,3.174668,0
282756,2011,20,0,1,1,0,0,0,0,"hispanic",1,0,0,8,67.10216,3.955677,0
291187,2011,20,0,1,1,0,0,0,0,"hispanic",1,0,0,8,71.62518,1.704976,0
294444,2011,20,1,0,1,0,0,0,0,"hispanic",0,1,0,8,67.6239,3.693986,0
297059,2011,20,0,1,0,0,0,1,0,"asian",1,0,0,8,66.31363,2.835373,0
38240,2011,21,0,1,1,0,0,0,0,"hispanic",1,1,0,8,74.19801,3.942853,0
39410,2011,21,1,0,0,0,1,0,0,"black",1,0,0,8,75.09728,2.929067,0
47820,2011,21,1,0,0,0,1,0,0,"black",1,0,0,8,77.47195,3.893019,0
54906,2011,21,0,1,1,0,0,0,0,"hispanic",0,0,1,8,76.91419,4.114204,0
64884,2011,21,0,1,0,1,0,0,0,"white",0,0,0,8,77.96118,2.784079,0
68968,2011,21,0,1,0,1,0,0,0,"white",0,0,0,8,77.72556,3.56446,0
88507,2011,21,0,1,0,0,1,0,0,"black",0,0,0,8,75.71731,4.019576,0
88910,2011,21,0,1,0,1,0,0,0,"white",1,1,0,8,81.22047,2.186195,0
125349,2011,21,0,1,0,0,0,1,0,"asian",1,0,0,8,77.24622,2.325832,0
133038,2011,21,1,0,0,0,1,0,0,"black",1,0,0,8,78.7236,3.208745,0
143113,2011,21,1,0,0,0,0,1,0,"asian",1,0,0,8,73.17559,2.63853,0
144545,2011,21,0,1,0,0,1,0,0,"black",1,0,0,8,79.11307,3.431581,0
146776,2011,21,0,1,1,0,0,0,0,"hispanic",1,1,1,8,77.75077,4.246423,0
163744,2011,21,0,1,0,0,1,0,0,"black",1,0,0,8,78.53818,3.900405,0
169600,2011,21,0,1,1,0,0,0,0,"hispanic",1,0,0,8,75.005,2.747591,0
170834,2011,21,1,0,0,0,1,0,0,"black",1,0,0,8,73.58864,3.262254,0
220601,2011,21,0,1,1,0,0,0,0,"hispanic",1,1,0,8,74.2289,4.105514,0
227215,2011,21,0,1,1,0,0,0,0,"hispanic",0,0,0,8,74.00264,2.485148,0
228366,2011,21,0,1,1,0,0,0,0,"hispanic",1,1,0,8,74.78885,4.183798,0
231497,2011,21,0,1,0,0,0,1,0,"asian",1,0,0,8,79.21119,4.703717,0
231499,2011,21,0,1,0,0,0,1,0,"asian",1,0,0,8,73.16486,2.563779,0
243852,2011,21,1,0,0,0,1,0,0,"black",0,0,0,8,77.99252,2.626256,0
245177,2011,21,0,1,0,0,1,0,0,"black",1,0,0,8,74.04261,3.789124,0
248291,2011,21,0,1,1,0,0,0,0,"hispanic",1,0,0,8,74.31821,4.073533,0
259434,2011,21,0,1,0,0,0,1,0,"asian",1,0,0,8,77.31259,2.972719,0
267126,2011,21,1,0,1,0,0,0,0,"hispanic",1,0,0,8,76.58282,2.789493,0
268791,2011,21,1,0,0,0,0,1,0,"asian",0,0,0,8,73.94613,2.250666,0
277645,2011,21,1,0,1,0,0,0,0,"hispanic",1,1,0,8,74.29836,1.940286,0
277648,2011,21,0,1,1,0,0,0,0,"hispanic",1,1,0,8,79.54132,5.283327,0
279016,2011,21,0,1,1,0,0,0,0,"hispanic",0,0,1,8,78.10446,3.808848,0
281616,2011,21,0,1,0,0,1,0,0,"black",0,0,0,8,72.88179,2.168581,0
286190,2011,21,0,1,1,0,0,0,0,"hispanic",1,0,0,8,72.87946,3.392759,0
289209,2011,21,1,0,1,0,0,0,0,"hispanic",1,0,0,8,75.83665,2.074471,0
13370,2011,22,1,0,0,0,0,1,0,"asian",0,0,0,8,84.89104,2.449769,0
37049,2011,22,0,1,0,0,1,0,0,"black",1,0,0,8,80.61954,4.512854,0
38492,2011,22,1,0,0,0,1,0,0,"black",1,0,1,8,81.79174,2.390536,0
57579,2011,22,0,1,1,0,0,0,0,"hispanic",1,1,1,8,81.92796,3.619592,0
83953,2011,22,0,1,0,1,0,0,0,"white",0,0,0,8,83.04391,4.043758,0
84206,2011,22,1,0,1,0,0,0,0,"hispanic",0,0,0,8,81.67481,1.938277,0
89538,2011,22,1,0,1,0,0,0,0,"hispanic",1,1,0,8,83.77267,2.723351,0
101462,2011,22,1,0,0,0,0,1,0,"asian",1,1,0,8,85.85873,2.996594,0
120010,2011,22,0,1,0,1,0,0,0,"white",0,0,0,8,82.37687,5.183892,0
124887,2011,22,0,1,0,1,0,0,0,"white",0,0,0,8,81.57452,3.830178,0
145878,2011,22,0,1,0,0,1,0,0,"black",1,0,0,8,89.5545,3.541852,0
156923,2011,22,0,1,0,1,0,0,0,"white",0,0,0,8,82.34374,5.342636,0
219476,2011,22,1,0,1,0,0,0,0,"hispanic",0,0,0,8,81.808,4.375427,0
219815,2011,22,0,1,1,0,0,0,0,"hispanic",0,0,0,8,85.74711,4.456886,0
223508,2011,22,0,1,0,0,1,0,0,"black",1,0,0,8,85.52967,4.203968,0
226623,2011,22,1,0,1,0,0,0,0,"hispanic",0,0,0,8,82.61832,2.796702,0
234976,2011,22,1,0,0,0,0,1,0,"asian",1,0,0,8,80.3149,2.277822,0
241210,2011,22,0,1,1,0,0,0,0,"hispanic",1,0,0,8,86.30518,.3751726,0
248522,2011,22,1,0,1,0,0,0,0,"hispanic",0,0,0,8,81.00156,3.236605,0
250369,2011,22,0,1,0,1,0,0,0,"white",0,0,0,8,83.86615,3.858908,0
